"bin","age","income"
"30-39",38,28000000
"70-79",76,38500000
"50-59",56,36000000
"80-",89,31000000
"30-39",38,40500000
"50-59",57,28500000
"60-69",65,34000000
"50-59",54,33000000
"20-29",29,32000000
"30-39",31,69500000
"30-39",32,46500000
"20-29",22,14000000
"20-29",24,18500000
"40-49",46,21500000
"30-39",33,19000000
"40-49",46,30000000
"30-39",30,27500000
"20-29",27,23500000
"20-29",27,33000000
"30-39",38,50500000
"70-79",71,16500000
"20-29",25,44000000
"80-",84,20500000
"30-39",33,71500000
"30-39",36,22000000
"20-29",25,47500000
"70-79",75,10500000
"30-39",31,46000000
"50-59",59,61000000
"30-39",38,60500000
"60-69",68,20000000
"20-29",20,10500000
"60-69",60,30500000
"60-69",65,21500000
"80-",86,41500000
"20-29",22,11500000
"50-59",53,43000000
"80-",82,32500000
"20-29",25,56000000
"20-29",22,20500000
"50-59",50,11000000
"30-39",30,31000000
"30-39",33,56000000
"40-49",42,72500000
"60-69",67,26500000
"80-",86,11500000
"70-79",71,25000000
"20-29",28,31500000
"20-29",25,34000000
"20-29",26,44500000
"70-79",74,23500000
"30-39",36,46000000
"30-39",31,45000000
"40-49",48,49000000
"20-29",22,16000000
"30-39",35,33000000
"40-49",48,26500000
"30-39",32,66500000
"60-69",69,25000000
"30-39",37,61500000
"30-39",33,31000000
"80-",86,35000000
"20-29",25,60500000
"20-29",26,43000000
"50-59",50,26500000
"40-49",43,50000000
"20-29",29,49000000
"40-49",43,59000000
"20-29",24,22500000
"60-69",61,25500000
"60-69",67,31500000
"30-39",35,31000000
"20-29",21,28500000
"20-29",21,20000000
"60-69",64,41000000
"60-69",69,36000000
"20-29",20,19500000
"20-29",29,50500000
"30-39",35,44000000
"30-39",36,46500000
"50-59",56,34500000
"40-49",48,53000000
"20-29",21,15500000
"40-49",44,44500000
"60-69",60,19000000
"30-39",33,48500000
"60-69",65,18500000
"20-29",21,7500000
"30-39",35,35500000
"60-69",68,36500000
"60-69",65,37000000
"30-39",38,67500000
"50-59",59,46000000
"40-49",42,50500000
"30-39",31,25500000
"20-29",21,20000000
"30-39",37,36000000
"20-29",29,61000000
"50-59",55,42000000
"80-",82,32500000
"60-69",65,19000000
"50-59",59,24000000
"30-39",30,46000000
"20-29",20,14000000
"20-29",29,62500000
"40-49",48,35000000
"60-69",66,30000000
"20-29",23,17500000
"70-79",72,29500000
"70-79",72,27500000
"70-79",76,25000000
"20-29",28,48000000
"40-49",40,52500000
"20-29",28,53500000
"40-49",49,27500000
"50-59",55,49500000
"60-69",60,38000000
"30-39",30,46000000
"50-59",54,33000000
"20-29",21,19500000
"50-59",51,40500000
"50-59",57,28500000
"20-29",27,38000000
"60-69",65,26000000
"80-",83,36500000
"80-",87,27000000
"20-29",26,43500000
"20-29",23,17000000
"20-29",29,48000000
"20-29",28,41500000
"20-29",22,12500000
"30-39",39,49500000
"50-59",55,38500000
"70-79",73,15500000
"30-39",33,57500000
"60-69",63,33000000
"60-69",68,23000000
"20-29",22,14500000
"20-29",28,54500000
"20-29",29,49500000
"50-59",53,25000000
"50-59",53,37000000
"20-29",24,23000000
"20-29",25,84500000
"20-29",25,62500000
"20-29",23,22000000
"50-59",53,50500000
"20-29",26,41000000
"20-29",26,18000000
"30-39",31,55000000
"20-29",22,12500000
"20-29",28,30000000
"30-39",32,42500000
"60-69",61,38500000
"30-39",38,68000000
"20-29",20,21000000
"40-49",42,38000000
"20-29",20,16500000
"60-69",61,63500000
"20-29",29,28000000
"70-79",78,26000000
"30-39",37,53500000
"40-49",44,38500000
"20-29",21,15500000
"70-79",79,17000000
"60-69",69,24500000
"50-59",57,59500000
"40-49",47,45000000
"80-",85,39500000
"20-29",24,16000000
"30-39",37,43500000
"20-29",26,52000000
"40-49",46,27500000
"40-49",43,28500000
"30-39",37,16000000
"30-39",37,25000000
"70-79",70,14500000
"30-39",31,13500000
"60-69",61,24500000
"20-29",22,19000000
"30-39",30,58000000
"30-39",39,26500000
"20-29",21,27000000
"60-69",69,19500000
"50-59",50,22500000
"30-39",31,34000000
"70-79",78,26000000
"30-39",33,52500000
"60-69",67,23500000
"30-39",34,36000000
"20-29",25,75000000
"20-29",22,16500000
"20-29",29,41500000
"50-59",58,42500000
"50-59",58,46500000
"60-69",67,40500000
"70-79",79,35500000
"40-49",45,20000000
"30-39",34,35500000
"70-79",76,13000000
"40-49",46,39500000
"80-",82,25000000
"50-59",50,35500000
"50-59",56,22500000
"20-29",20,20500000
"40-49",47,39000000
"40-49",45,31500000
"50-59",56,53500000
"20-29",20,14000000
"30-39",34,49000000
"20-29",21,19000000
"20-29",27,11500000
"20-29",22,22000000
"50-59",57,35000000
"30-39",31,64000000
"20-29",23,20000000
"50-59",55,27000000
"80-",88,19000000
"60-69",61,38500000
"40-49",46,30500000
"10-19",18,18000000
"60-69",68,28500000
"20-29",28,51000000
"40-49",41,48000000
"40-49",46,26500000
"40-49",43,26500000
"40-49",41,85000000
"40-49",45,34000000
"40-49",43,42000000
"40-49",41,57500000
"20-29",25,41000000
"70-79",75,21000000
"30-39",39,54000000
"60-69",66,34500000
"60-69",67,23000000
"20-29",29,26500000
"30-39",34,62000000
"30-39",31,64000000
"40-49",42,53000000
"20-29",27,44500000
"70-79",70,25000000
"80-",83,32000000
"30-39",30,59000000
"30-39",32,44000000
"60-69",69,15500000
"60-69",60,33000000
"50-59",51,50500000
"50-59",59,38500000
"50-59",52,35500000
"50-59",50,49500000
"40-49",46,32500000
"40-49",48,49000000
"40-49",42,59000000
"50-59",52,26500000
"20-29",22,21000000
"30-39",34,45000000
"30-39",37,55500000
"30-39",37,34500000
"30-39",31,59500000
"30-39",35,16000000
"10-19",18,10000000
"60-69",65,21000000
"50-59",55,38000000
"70-79",78,29500000
"60-69",65,29500000
"20-29",27,33000000
"20-29",27,55500000
"20-29",26,26500000
"20-29",28,37000000
"40-49",46,41000000
"30-39",36,35000000
"40-49",40,20500000
"50-59",52,32500000
"60-69",62,43000000
"40-49",43,34000000
"30-39",39,32500000
"30-39",32,66500000
"20-29",24,9000000
"20-29",22,20500000
"50-59",52,52000000
"30-39",38,51000000
"20-29",23,11000000
"50-59",58,29500000
"20-29",29,68500000
"20-29",25,33000000
"20-29",25,44500000
"40-49",44,53500000
"20-29",23,19500000
"30-39",36,32000000
"30-39",36,39000000
"80-",85,32000000
"20-29",22,24500000
"30-39",31,41000000
"40-49",42,25500000
"30-39",37,62500000
"50-59",51,23500000
"40-49",42,23500000
"40-49",47,55500000
"30-39",35,45500000
"70-79",76,25500000
"40-49",45,41500000
"20-29",20,20500000
"20-29",24,18000000
"30-39",33,52000000
"30-39",39,50000000
"20-29",24,19000000
"20-29",23,22000000
"40-49",47,43500000
"50-59",59,36500000
"70-79",72,21000000
"80-",85,16500000
"30-39",39,43500000
"30-39",33,43500000
"40-49",47,38500000
"60-69",69,30000000
"30-39",36,30000000
"70-79",70,32000000
"40-49",42,23500000
"30-39",34,50500000
"50-59",57,47000000
"30-39",39,22000000
"40-49",41,68500000
"70-79",76,22500000
"50-59",52,38500000
"30-39",32,59500000
"40-49",43,56500000
"30-39",31,36500000
"30-39",38,53000000
"30-39",30,50000000
"80-",83,28000000
"50-59",50,46000000
"30-39",39,77500000
"40-49",47,33500000
"20-29",24,21500000
"30-39",37,61000000
"40-49",42,22500000
"50-59",50,36500000
"50-59",59,42500000
"30-39",31,35000000
"60-69",61,31500000
"30-39",35,48500000
"10-19",19,13000000
"60-69",69,35500000
"30-39",38,81000000
"20-29",29,25000000
"80-",82,17500000
"50-59",53,31500000
"70-79",76,33000000
"20-29",22,21000000
"30-39",38,56500000
"40-49",49,35000000
"20-29",26,39000000
"30-39",32,47000000
"20-29",20,15000000
"30-39",32,37500000
"50-59",57,49000000
"30-39",34,62500000
"20-29",26,51000000
"50-59",50,31500000
"20-29",23,25000000
"50-59",55,24500000
"20-29",29,57000000
"50-59",55,41500000
"20-29",25,54500000
"30-39",31,69000000
"50-59",58,23500000
"40-49",47,42000000
"20-29",21,18500000
"30-39",34,20500000
"40-49",44,53500000
"20-29",25,33000000
"20-29",28,44500000
"20-29",24,14000000
"20-29",24,19000000
"10-19",19,16000000
"50-59",54,40500000
"60-69",65,23000000
"80-",87,25000000
"50-59",51,45500000
"20-29",26,54000000
"20-29",22,16000000
"30-39",35,56500000
"30-39",33,52000000
"40-49",45,59000000
"60-69",61,41000000
"20-29",28,55500000
"50-59",56,48500000
"60-69",64,31000000
"30-39",32,67000000
"40-49",43,29000000
"60-69",63,39500000
"20-29",25,32000000
"20-29",22,19500000
"20-29",29,32500000
"50-59",55,43000000
"30-39",31,47500000
"30-39",35,54000000
"50-59",55,26000000
"60-69",63,38500000
"60-69",61,39500000
"20-29",22,23500000
"20-29",24,13000000
"30-39",37,34500000
"40-49",40,50500000
"30-39",30,52500000
"30-39",32,52500000
"20-29",28,29500000
"40-49",44,34500000
"40-49",46,43000000
"30-39",30,40500000
"30-39",30,58000000
"30-39",36,35000000
"30-39",39,45000000
"30-39",31,23500000
"40-49",49,45000000
"10-19",18,23000000
"40-49",47,44000000
"30-39",33,50500000
"50-59",57,36500000
"70-79",75,15500000
"40-49",48,43000000
"20-29",22,6000000
"30-39",34,36000000
"40-49",42,46000000
"50-59",54,34500000
"50-59",50,38500000
"20-29",23,12000000
"20-29",26,66500000
"30-39",31,30000000
"20-29",20,16500000
"30-39",38,18000000
"60-69",64,54000000
"40-49",43,59500000
"20-29",29,52500000
"20-29",23,19500000
"20-29",24,18500000
"60-69",68,39500000
"30-39",37,51000000
"50-59",56,29500000
"30-39",33,33000000
"60-69",69,29000000
"40-49",47,38000000
"50-59",55,47000000
"20-29",25,39500000
"40-49",45,38000000
"50-59",53,49000000
"40-49",47,45000000
"20-29",29,45500000
"20-29",25,62500000
"20-29",28,27500000
"30-39",33,26500000
"20-29",22,15500000
"20-29",22,19500000
"20-29",20,29500000
"30-39",38,57500000
"40-49",40,36500000
"60-69",64,45000000
"70-79",70,27500000
"40-49",42,71500000
"20-29",27,33500000
"30-39",34,20000000
"50-59",54,49000000
"60-69",60,21000000
"60-69",69,27500000
"50-59",58,20000000
"30-39",35,48000000
"30-39",32,62500000
"30-39",39,69500000
"30-39",39,41500000
"30-39",39,38500000
"40-49",45,25000000
"60-69",60,59500000
"60-69",64,34000000
"20-29",23,19000000
"30-39",37,53000000
"40-49",45,63500000
"40-49",48,23500000
"50-59",59,36500000
"20-29",27,62000000
"20-29",24,8500000
"40-49",44,61000000
"20-29",22,12000000
"40-49",41,48500000
"20-29",23,16000000
"40-49",48,30000000
"30-39",31,46000000
"50-59",50,38000000
"40-49",45,63000000
"20-29",20,18500000
"20-29",23,16500000
"20-29",23,24500000
"30-39",37,45000000
"50-59",56,27000000
"10-19",18,19500000
"30-39",38,35500000
"50-59",55,33000000
"30-39",36,37000000
"30-39",34,37500000
"40-49",40,34500000
"30-39",34,28000000
"50-59",54,18500000
"80-",84,23000000
"30-39",31,32500000
"60-69",60,37000000
"50-59",50,37500000
"30-39",38,66500000
"50-59",51,27000000
"20-29",25,38500000
"30-39",33,52000000
"50-59",53,26000000
"40-49",46,32000000
"50-59",58,38500000
"20-29",22,16500000
"50-59",55,35500000
"40-49",41,54500000
"50-59",59,17000000
"40-49",47,31500000
"50-59",53,41000000
"30-39",33,15000000
"20-29",28,40500000
"30-39",30,40000000
"50-59",54,45500000
"30-39",36,39500000
"30-39",32,31000000
"80-",84,27500000
"50-59",54,41000000
"30-39",38,45500000
"20-29",22,17500000
"20-29",22,14000000
"30-39",39,57500000
"60-69",62,30000000
"30-39",38,35500000
"40-49",40,50000000
"60-69",61,45500000
"50-59",52,42000000
"40-49",41,34000000
"60-69",61,24500000
"20-29",22,19000000
"50-59",50,17500000
"20-29",26,21500000
"30-39",35,53500000
"60-69",67,21000000
"20-29",21,25500000
"20-29",27,62500000
"20-29",25,54500000
"50-59",54,41000000
"40-49",45,57500000
"70-79",77,24500000
"80-",85,18500000
"50-59",56,42500000
"10-19",18,9500000
"30-39",30,65000000
"60-69",65,41500000
"30-39",32,61000000
"50-59",54,34000000
"70-79",70,36000000
"20-29",26,53500000
"20-29",25,33000000
"40-49",44,42000000
"10-19",18,14000000
"20-29",23,28500000
"30-39",39,36500000
"30-39",39,39500000
"70-79",78,27500000
"30-39",36,21500000
"30-39",38,46500000
"20-29",22,14500000
"40-49",44,55500000
"20-29",21,28500000
"80-",80,24000000
"20-29",24,8000000
"30-39",39,43000000
"70-79",77,15000000
"30-39",39,57000000
"30-39",37,35500000
"50-59",51,57000000
"20-29",22,29000000
"20-29",24,14500000
"20-29",28,63000000
"20-29",20,27000000
"30-39",36,35000000
"20-29",24,1000000
"40-49",40,65500000
"60-69",60,65000000
"40-49",40,40000000
"30-39",37,43000000
"50-59",50,21000000
"70-79",74,30500000
"60-69",62,34500000
"20-29",22,23000000
"40-49",49,22500000
"50-59",59,43000000
"40-49",47,26500000
"70-79",71,24500000
"50-59",56,26500000
"40-49",44,27500000
"10-19",18,18000000
"20-29",21,16500000
"50-59",58,28000000
"40-49",41,46500000
"30-39",30,51500000
"20-29",25,45500000
"50-59",55,31000000
"50-59",51,33000000
"30-39",36,62500000
"20-29",23,11500000
"60-69",65,30000000
"40-49",41,54000000
"60-69",68,18000000
"40-49",46,58000000
"30-39",35,47500000
"30-39",38,32000000
"30-39",33,33500000
"30-39",33,26500000
"20-29",25,27000000
"20-29",24,15000000
"30-39",31,58500000
"40-49",41,34000000
"60-69",64,45500000
"40-49",44,47500000
"80-",88,9500000
"70-79",72,31500000
"30-39",35,57000000
"30-39",31,43000000
"20-29",22,14500000
"60-69",60,49500000
"50-59",54,36500000
"20-29",29,64000000
"20-29",25,69000000
"20-29",21,19000000
"20-29",20,13500000
"20-29",28,32500000
"40-49",45,45000000
"40-49",45,48500000
"20-29",25,64000000
"70-79",75,21000000
"20-29",26,39000000
"20-29",21,24500000
"60-69",67,21500000
"50-59",59,35000000
"40-49",44,68500000
"60-69",66,30500000
"30-39",33,71500000
"50-59",50,44500000
"60-69",68,18000000
"60-69",63,34000000
"30-39",35,59500000
"30-39",33,51500000
"40-49",42,37000000
"30-39",31,57000000
"60-69",60,30000000
"40-49",44,60000000
"20-29",24,31500000
"40-49",47,54500000
"80-",83,24000000
"20-29",26,51500000
"50-59",55,51000000
"50-59",50,2500000
"10-19",18,21000000
"30-39",36,60000000
"50-59",54,36000000
"20-29",22,19000000
"70-79",75,20000000
"20-29",25,67000000
"30-39",33,68000000
"40-49",48,50500000
"40-49",45,17500000
"50-59",56,28000000
"50-59",56,24500000
"60-69",67,36500000
"40-49",43,55000000
"40-49",42,21500000
"50-59",52,46500000
"40-49",45,32000000
"30-39",35,50500000
"60-69",60,39000000
"80-",88,21000000
"40-49",44,58000000
"40-49",42,34000000
"40-49",43,32500000
"60-69",61,60500000
"40-49",43,72000000
"20-29",24,16000000
"40-49",47,29500000
"20-29",25,32000000
"30-39",37,58000000
"20-29",20,20500000
"50-59",51,25500000
"30-39",30,29500000
"50-59",50,35000000
"20-29",23,23000000
"20-29",21,19000000
"30-39",35,15500000
"50-59",59,16500000
"20-29",23,15000000
"30-39",30,53000000
"50-59",56,37500000
"30-39",32,50000000
"40-49",47,38500000
"20-29",20,27000000
"40-49",46,38000000
"60-69",61,25000000
"40-49",40,51000000
"40-49",42,20000000
"30-39",32,65500000
"40-49",49,51500000
"20-29",21,17000000
"60-69",63,61500000
"60-69",66,22500000
"40-49",47,21000000
"80-",81,28500000
"40-49",47,38000000
"30-39",30,74500000
"80-",87,13500000
"30-39",36,33000000
"40-49",45,54500000
"30-39",38,46000000
"20-29",24,17000000
"70-79",76,20000000
"20-29",28,39000000
"40-49",47,38000000
"20-29",24,29000000
"80-",85,8500000
"70-79",76,31000000
"40-49",42,70000000
"70-79",71,26500000
"30-39",37,57500000
"50-59",56,68500000
"60-69",66,18000000
"30-39",32,44000000
"30-39",34,59000000
"30-39",33,31000000
"30-39",38,34500000
"20-29",25,46000000
"20-29",25,47000000
"30-39",36,41500000
"30-39",38,62500000
"20-29",25,48500000
"20-29",20,21000000
"20-29",24,12500000
"70-79",78,31500000
"20-29",20,18000000
"20-29",26,47000000
"30-39",35,24000000
"40-49",41,41500000
"30-39",39,68500000
"10-19",18,14500000
"20-29",24,19000000
"20-29",20,16500000
"40-49",45,34000000
"40-49",45,56000000
"30-39",31,51000000
"50-59",57,67500000
"20-29",21,19500000
"20-29",29,36000000
"80-",87,35000000
"30-39",39,29500000
"30-39",35,51000000
"30-39",33,36000000
"50-59",53,29000000
"20-29",26,30000000
"30-39",39,35500000
"80-",82,26000000
"50-59",57,36000000
"30-39",36,50500000
"70-79",72,18000000
"50-59",55,30000000
"20-29",21,10500000
"70-79",70,23500000
"20-29",20,18000000
"30-39",39,45000000
"50-59",58,15500000
"50-59",58,37000000
"30-39",35,47500000
"30-39",31,34500000
"50-59",58,35000000
"40-49",42,53000000
"20-29",29,41000000
"30-39",38,48000000
"20-29",22,23500000
"70-79",77,25500000
"20-29",25,67500000
"60-69",69,33500000
"20-29",26,59500000
"50-59",51,51000000
"50-59",59,38000000
"40-49",45,27500000
"50-59",56,41000000
"30-39",38,49500000
"30-39",37,52000000
"20-29",28,57000000
"50-59",51,34000000
"30-39",33,31500000
"10-19",19,22000000
"80-",89,20000000
"50-59",55,28500000
"10-19",19,19500000
"60-69",60,23000000
"20-29",29,18500000
"30-39",33,45500000
"20-29",21,20500000
"50-59",50,25500000
"30-39",39,46500000
"40-49",44,70500000
"20-29",26,50000000
"50-59",52,45500000
"60-69",62,36000000
"30-39",30,61000000
"20-29",24,23500000
"30-39",33,35500000
"60-69",66,32000000
"50-59",57,39000000
"20-29",23,27000000
"20-29",29,32000000
"80-",81,18500000
"10-19",19,15500000
"40-49",41,54000000
"40-49",47,68500000
"30-39",38,54000000
"20-29",28,43000000
"70-79",79,40000000
"30-39",31,20000000
"20-29",24,8000000
"30-39",35,66000000
"20-29",26,52500000
"20-29",20,27500000
"50-59",57,37500000
"30-39",34,30000000
"20-29",21,18500000
"50-59",52,26000000
"30-39",34,25000000
"40-49",45,47500000
"30-39",35,53500000
"70-79",70,45500000
"40-49",44,52000000
"20-29",22,13500000
"50-59",53,40000000
"20-29",20,20500000
"20-29",20,23000000
"60-69",69,21000000
"20-29",28,48000000
"50-59",53,23000000
"20-29",27,54000000
"20-29",24,10500000
"20-29",20,17500000
"20-29",27,57000000
"70-79",79,27000000
"20-29",29,41500000
"60-69",63,40500000
"20-29",29,46000000
"40-49",43,43000000
"20-29",22,17500000
"10-19",18,19000000
"70-79",76,21000000
"40-49",49,58500000
"30-39",35,37000000
"20-29",28,50000000
"50-59",56,46500000
"50-59",58,31000000
"50-59",50,30500000
"20-29",26,71500000
"40-49",44,45500000
"50-59",53,56000000
"30-39",36,50500000
"20-29",21,21500000
"20-29",26,45000000
"20-29",27,40000000
"80-",83,21000000
"20-29",26,71000000
"40-49",45,47500000
"30-39",35,60500000
"30-39",36,45500000
"50-59",52,33000000
"60-69",66,30000000
"40-49",41,43500000
"50-59",53,26500000
"40-49",47,33000000
"30-39",38,35500000
"20-29",29,56500000
"30-39",32,33500000
"30-39",37,70000000
"30-39",38,38000000
"20-29",21,22000000
"60-69",66,23500000
"30-39",31,31000000
"70-79",75,22000000
"80-",85,30500000
"20-29",20,20000000
"50-59",58,45500000
"50-59",57,24500000
"30-39",39,2500000
"20-29",24,18000000
"50-59",59,43500000
"40-49",45,44000000
"30-39",33,51000000
"40-49",44,77500000
"20-29",23,16000000
"40-49",41,44000000
"40-49",47,40000000
"30-39",32,46500000
"20-29",23,18000000
"50-59",57,39500000
"80-",81,25000000
"30-39",30,35000000
"60-69",64,38500000
"30-39",34,77000000
"50-59",58,41000000
"60-69",62,22000000
"20-29",21,22500000
"20-29",22,22000000
"30-39",35,26500000
"20-29",20,24000000
"60-69",69,24000000
"30-39",36,26500000
"60-69",65,22000000
"50-59",55,21000000
"40-49",42,46000000
"50-59",53,35500000
"20-29",27,51000000
"20-29",23,12000000
"40-49",40,42500000
"30-39",34,60000000
"20-29",21,16000000
"50-59",58,26000000
"20-29",29,37500000
"60-69",66,43000000
"40-49",49,52500000
"50-59",59,36000000
"10-19",19,15500000
"30-39",33,61500000
"40-49",47,39000000
"20-29",24,18500000
"20-29",28,66000000
"40-49",41,21500000
"30-39",39,38000000
"30-39",37,57500000
"20-29",22,9500000
"20-29",24,14500000
"30-39",31,29500000
"30-39",36,15500000
"80-",85,13000000
"20-29",23,21000000
"70-79",76,31000000
"20-29",29,43500000
"10-19",19,19000000
"60-69",68,14500000
"30-39",31,54500000
"30-39",30,71500000
"50-59",52,40000000
"40-49",42,49000000
"50-59",53,38500000
"20-29",21,15500000
"40-49",45,35000000
"30-39",37,53000000
"30-39",33,38500000
"40-49",47,20500000
"50-59",56,30000000
"30-39",39,38500000
"60-69",66,34500000
"50-59",51,17000000
"80-",86,36500000
"30-39",35,44000000
"60-69",66,20000000
"70-79",70,41000000
"30-39",38,48000000
"50-59",56,19000000
"50-59",54,21500000
"50-59",52,32500000
"70-79",79,18500000
"60-69",61,36500000
"50-59",52,22500000
"60-69",60,34500000
"30-39",39,51000000
"20-29",29,62000000
"20-29",24,11500000
"20-29",23,15500000
"20-29",28,32500000
"20-29",29,28500000
"50-59",57,23500000
"70-79",79,30000000
"40-49",42,52000000
"20-29",29,41500000
"40-49",41,30000000
"10-19",18,29000000
"80-",80,34500000
"40-49",40,39000000
"60-69",64,26000000
"20-29",22,8000000
"20-29",29,41500000
"50-59",54,24000000
"20-29",27,36500000
"20-29",22,18000000
"30-39",35,38000000
"30-39",39,49000000
"70-79",78,18000000
"40-49",45,20500000
"40-49",40,27000000
"20-29",25,56500000
"30-39",37,50500000
"50-59",59,31000000
"60-69",60,43000000
"30-39",39,50000000
"70-79",77,30000000
"60-69",63,58500000
"30-39",30,50500000
"30-39",35,44500000
"50-59",55,9000000
"20-29",21,24000000
"30-39",37,38500000
"50-59",52,26500000
"20-29",27,44000000
"40-49",40,31500000
"60-69",68,23500000
"40-49",47,48500000
"30-39",34,58500000
"50-59",54,36000000
"30-39",37,26500000
"20-29",23,15500000
"30-39",34,51000000
"50-59",52,35500000
"20-29",22,18500000
"70-79",71,12500000
"20-29",21,13000000
"20-29",27,60000000
"60-69",69,32500000
"40-49",42,44500000
"30-39",34,57500000
"40-49",43,46000000
"20-29",20,8500000
"20-29",24,21500000
"60-69",62,51500000
"20-29",20,17000000
"30-39",36,23500000
"40-49",45,44500000
"70-79",72,26000000
"20-29",28,50500000
"50-59",54,64000000
"60-69",65,29500000
"70-79",70,30000000
"20-29",28,25500000
"40-49",49,24000000
"20-29",25,74500000
"40-49",49,29500000
"40-49",43,72000000
"20-29",23,20000000
"50-59",57,59000000
"30-39",31,49000000
"60-69",64,35000000
"30-39",30,66000000
"50-59",50,34000000
"40-49",49,23000000
"30-39",32,42000000
"40-49",45,41000000
"50-59",50,27000000
"20-29",20,29500000
"20-29",21,12000000
"20-29",21,1000000
"40-49",47,45500000
"50-59",54,44500000
"20-29",27,21500000
"40-49",46,38500000
"20-29",26,50000000
"30-39",39,51000000
"60-69",62,27000000
"30-39",35,39500000
"60-69",69,18000000
"20-29",24,19000000
"40-49",46,35500000
"20-29",20,12000000
"20-29",21,24000000
"60-69",63,41000000
"20-29",27,24500000
"20-29",22,22500000
"20-29",20,24000000
"30-39",35,51500000
"30-39",37,22500000
"50-59",56,29000000
"60-69",68,30500000
"40-49",42,39000000
"30-39",33,44000000
"20-29",22,30000000
"30-39",33,70000000
"20-29",24,26000000
"20-29",25,36000000
"20-29",29,29000000
"40-49",44,40500000
"20-29",27,62000000
"30-39",36,30000000
"40-49",42,65000000
"60-69",66,20000000
"20-29",20,27500000
"30-39",38,49500000
"30-39",33,63500000
"50-59",56,50000000
"30-39",38,65500000
"40-49",46,19000000
"20-29",26,27000000
"40-49",44,50500000
"20-29",29,17000000
"40-49",46,31000000
"60-69",60,46000000
"20-29",24,24000000
"20-29",22,27000000
"40-49",42,54500000
"80-",89,22500000
"30-39",36,78500000
"30-39",36,37000000
"40-49",43,35000000
"70-79",79,19500000
"60-69",61,51500000
"30-39",33,58500000
"20-29",26,37000000
"80-",83,26500000
"20-29",28,73000000
"30-39",37,31000000
"20-29",27,24000000
"30-39",38,57500000
"20-29",21,24000000
"40-49",49,29500000
"50-59",51,33000000
"60-69",65,26500000
"20-29",27,49500000
"80-",85,26500000
"20-29",28,49500000
"80-",83,30500000
"50-59",56,58500000
"20-29",20,11500000
"50-59",55,62000000
"50-59",51,63000000
"40-49",41,33500000
"20-29",27,56000000
"60-69",61,20500000
"30-39",39,37000000
"40-49",48,31000000
"70-79",70,26000000
"40-49",47,33000000
"50-59",52,24500000
"40-49",43,56500000
"30-39",34,35000000
"40-49",47,41000000
"20-29",20,19500000
"40-49",49,35500000
"20-29",20,19000000
"50-59",51,33000000
"40-49",49,25000000
"20-29",20,9000000
"20-29",22,16500000
"30-39",33,38000000
"30-39",39,68000000
"30-39",37,64500000
"20-29",21,19000000
"50-59",57,31500000
"50-59",56,35000000
"60-69",68,29000000
"30-39",34,23000000
"10-19",19,17000000
"20-29",29,53000000
"60-69",68,33500000
"20-29",26,50500000
"20-29",23,16000000
"40-49",48,37500000
"50-59",55,26000000
"20-29",28,42000000
"30-39",37,59500000
"30-39",35,57000000
"30-39",36,46000000
"50-59",53,43500000
"40-49",40,50000000
"80-",81,30500000
"40-49",46,29500000
"30-39",32,45000000
"60-69",67,30500000
"60-69",63,41000000
"20-29",21,13000000
"60-69",67,29000000
"40-49",44,16500000
"20-29",23,24500000
"50-59",57,43500000
"10-19",18,17500000
"20-29",21,21000000
"20-29",25,40000000
"70-79",78,32500000
"30-39",32,55500000
"50-59",58,31000000
"40-49",47,39500000
"60-69",63,37000000
"40-49",43,63500000
"30-39",34,61500000
"40-49",46,28000000
"20-29",22,16000000
"70-79",79,30500000
"20-29",20,16000000
"10-19",19,16000000
"20-29",27,34500000
"60-69",68,29500000
"30-39",30,31000000
"40-49",42,44000000
"50-59",52,26000000
"60-69",61,54000000
"30-39",39,30500000
"30-39",37,68500000
"40-49",49,41500000
"30-39",36,40500000
"30-39",30,36500000
"20-29",27,36500000
"50-59",56,70500000
"30-39",31,33500000
"30-39",35,16000000
"40-49",45,46500000
"20-29",25,24000000
"20-29",23,21500000
"30-39",36,64000000
"20-29",23,17500000
"20-29",28,30000000
"40-49",49,46000000
"60-69",63,25500000
"40-49",42,45000000
"50-59",55,32500000
"70-79",72,30000000
"20-29",25,41500000
"20-29",27,32000000
"30-39",31,49500000
"20-29",22,11500000
"30-39",35,41500000
"40-49",49,28500000
"50-59",53,48500000
"40-49",46,49000000
"70-79",76,33500000
"40-49",47,12000000
"70-79",70,12500000
"20-29",20,14500000
"20-29",26,41500000
"30-39",38,40500000
"50-59",52,41500000
"20-29",21,21500000
"30-39",35,45500000
"20-29",27,45500000
"50-59",57,47000000
"70-79",71,25000000
"30-39",31,65000000
"50-59",53,38000000
"30-39",36,51500000
"10-19",19,9500000
"50-59",50,36000000
"50-59",51,58000000
"30-39",34,46000000
"30-39",36,27500000
"20-29",28,91500000
"30-39",36,49000000
"20-29",24,25000000
"50-59",55,31500000
"30-39",32,47000000
"60-69",61,54500000
"30-39",39,44500000
"30-39",36,56000000
"20-29",23,21000000
"40-49",40,44000000
"30-39",37,51500000
"40-49",43,45500000
"40-49",41,46000000
"60-69",64,52500000
"30-39",31,77500000
"20-29",27,35000000
"30-39",33,56500000
"50-59",58,31000000
"20-29",26,26500000
"30-39",37,33500000
"10-19",18,14500000
"30-39",39,38000000
"80-",85,24000000
"80-",86,44500000
"30-39",36,10000000
"60-69",67,26500000
"70-79",76,27500000
"30-39",30,30000000
"30-39",35,38500000
